f_mysql_total_ts_nrows,f_MySQLCost,f_count_all_base_tables,f_count_ref_index_ts,f_BaseTableSumNrows,f_are_all_ts_index_ref,table_count,has_having,has_group_by,has_rollup,has_order_by,has_limit,has_join,has_subquery,has_aggregation,select_list_size,where_condition_count,estimated_rows,IS_OLAP
9477.0,1737.55,4,2,9477.0,0,4,0,1,0,1,1,1,0,1,12,3,9.477,1
0.0,2273.7,1,1,9330110.0,1,1,0,0,0,0,1,0,0,0,8,2,10.0,0
9796052.0,1798774.366667,6,2,9796052.0,0,6,0,1,0,1,0,1,0,1,23,4,9796.052,1
5996481.0,799534.7,1,0,5996481.0,0,1,0,0,0,1,1,0,0,0,12,4,10.0,1
211238357.0,3784982.3,3,2,211238357.0,0,3,1,1,0,0,1,1,0,1,12,6,100.0,1
265399.4,292965.64,1,1,13752.0,1,1,0,0,0,0,1,0,1,0,3,3,100.0,0
23439.0,4297.95,3,1,23439.0,0,3,0,1,0,1,1,1,0,1,5,1,23.439,1
22858.0,4192.433333,4,0,22858.0,0,4,0,1,0,1,0,1,0,1,13,2,22.858,1
269050469.0,49325557.283333,4,1,269050469.0,0,4,1,1,0,1,1,1,0,1,25,5,100.0,1
0.0,2585.0,1,1,797445.0,1,1,0,0,0,0,0,0,0,1,4,1,79744.5,1
121612332.0,12521.35,2,1,121612332.0,0,2,1,1,0,1,0,1,0,1,3,1,121612.332,0
341795.0,45572.666667,1,0,341795.0,0,1,0,0,0,0,1,0,0,0,18,0,1000.0,1
0.0,5869052.2,1,1,5335502.0,1,1,0,0,0,0,0,0,0,0,2,1,533550.2,0
0.0,182.6,1,1,3498169.0,1,1,0,0,0,0,1,0,0,0,8,1,10.0,0
0.0,957.0,3,3,214233180.0,1,3,0,0,0,0,0,1,0,0,12,3,21423318.0,0
0.0,12.0,1,1,3546183.0,1,1,0,0,0,1,1,0,0,0,6,4,10.0,0
0.0,1.1,1,1,4126254.0,1,1,0,0,0,0,1,0,0,0,12,1,1.0,0
0.0,38.5,5,5,184329706.0,1,5,0,0,0,0,1,1,0,0,19,3,20.0,0
0.0,1.1,1,1,42195.0,1,1,0,0,0,0,1,0,0,0,11,1,1.0,0
0.0,18.0,4,4,1205968336.0,1,4,0,0,0,1,1,1,0,0,10,5,200.0,0
0.0,225.5,1,1,155875278.0,1,1,0,0,0,0,1,0,0,0,5,2,20.0,0
0.0,1.1,1,1,97467538.0,1,1,0,0,0,0,0,0,0,0,7,1,9746753.8,0
125740540.0,765628.783333,6,5,125740540.0,0,6,1,1,0,0,1,1,0,1,18,6,10.0,1
149937372.8,32717566.996667,1,0,148035913.0,0,1,0,1,0,1,0,0,1,1,3,4,148035.913,1
177323139.0,32509308.25,3,1,177323139.0,0,3,0,1,0,1,0,1,0,1,22,7,177323.139,1
109524483.0,20079498.55,8,4,109524483.0,0,8,0,1,0,1,1,1,0,1,28,6,100.0,1
0.0,972.0,4,4,1384257503.0,1,4,0,1,0,1,1,1,0,1,3,4,200.0,0
262997.0,3342.2,4,3,262997.0,0,4,0,0,0,0,0,1,0,0,5,7,26299.7,1
0.0,2811.6,2,2,1278.0,1,2,0,1,0,1,1,1,0,1,3,3,1.278,0
0.0,202167141.0,1,1,183788310.0,1,1,1,1,0,1,1,0,0,1,15,1,10.0,1
0.0,973.4,1,1,2678449.0,1,1,0,0,0,1,1,0,0,0,6,2,10.0,0
6384.6,8783.06,1,1,1275641.0,1,1,0,0,0,0,1,0,1,0,7,3,10.0,1
93403.7,102758.37,1,1,165510.0,1,1,0,0,0,0,1,0,1,0,10,2,10.0,0
0.0,3.3,1,1,496829.0,1,1,0,1,0,0,0,0,0,1,4,3,496.829,0
306293.0,40839.066667,1,0,306293.0,0,1,0,0,0,0,0,0,0,0,17,0,306293.0,1
591456008.0,90370761.188061,1,0,591456008.0,0,1,0,0,0,1,0,0,0,0,36,3,59145600.8,1
129136642.0,17218218.933333,1,0,129136642.0,0,1,0,0,0,0,0,0,0,0,33,3,12913664.2,0
2019211.0,370189.383333,3,1,2019211.0,0,3,0,1,0,1,1,1,0,1,11,2,10.0,1
0.0,1.1,1,1,102075.0,1,1,0,0,0,0,1,0,0,0,14,4,20.0,0
3252219.0,596241.15,7,3,3252219.0,0,7,1,1,0,1,1,1,0,1,13,7,10.0,1
0.0,13.5,4,4,6082839.0,1,4,0,0,0,1,1,1,0,0,8,2,100.0,0
0.0,11231039622.0,4,4,2552509005.0,1,4,0,0,0,0,0,1,0,0,13,6,255250900.5,0
1002.0,188.2,2,1,1002.0,0,2,1,1,0,1,1,1,0,1,10,2,1.002,0
0.0,3972455.3,1,1,3611323.0,1,1,0,1,0,1,0,0,0,1,13,3,3611.323,1
0.0,98676287.6,1,1,89705716.0,1,1,1,1,0,1,0,0,0,1,3,4,89705.716,1
0.0,5718.9,3,3,1733.0,1,3,1,1,0,1,1,1,0,1,7,3,1.733,0
8987298.0,1649353.8,8,3,8987298.0,0,8,1,1,0,1,0,1,0,1,9,3,8987.298,1
3554565.0,651671.85,1,0,3554565.0,0,1,0,1,0,1,1,0,0,1,2,1,10.0,1
14707.0,2696.283333,1,0,14707.0,0,1,1,1,0,0,1,0,0,1,3,3,14.707,1
0.0,4490902750.400001,4,4,1020659716.0,1,4,0,1,0,0,1,1,0,1,2,5,10.0,0
2532041.0,468514.216667,1,0,2532041.0,0,1,0,0,0,1,1,0,0,1,13,5,100.0,1
49511363.0,9077084.116667,4,2,49511363.0,0,4,0,1,0,1,1,1,0,1,20,5,100.0,1
1174252.0,216586.633333,1,0,1174252.0,0,1,0,1,0,1,1,0,0,1,14,4,100.0,1
0.0,18.0,1,1,445057.0,1,1,0,0,0,1,1,0,0,0,3,3,100.0,0
289548982.0,38606530.933333,1,0,289548982.0,0,1,0,0,0,0,0,0,0,0,13,2,28954898.2,1
0.0,3.3,3,3,725188542.0,1,3,0,0,0,0,1,1,0,0,10,3,50.0,0
25274771.0,4633708.816667,1,0,25274771.0,0,1,0,1,0,1,0,0,0,1,4,5,25274.771,1
676.5,774.95,1,1,12517.0,1,1,0,0,0,0,0,0,1,0,5,1,1251.7,0
305438772.0,55988730.966667,4,1,305438772.0,0,4,1,1,0,0,1,1,0,1,21,2,100.0,1
15569353.0,2854618.383333,1,0,15569353.0,0,1,0,1,0,1,0,0,0,1,21,1,15569.353,1
2464240.7,3508137.636667,1,0,1352837.0,0,1,1,1,0,0,0,0,1,1,11,4,1352.837,1
0.0,1684205.6,1,1,1531096.0,1,1,0,0,0,1,1,0,0,0,4,1,1000.0,1
33090628.0,4412083.733333,1,0,33090628.0,0,1,0,0,0,0,0,0,0,0,19,3,3309062.8,0
125409.0,17091.9,1,0,125409.0,0,1,0,0,0,1,1,0,0,0,16,1,100.0,1
744409.0,136480.983333,1,0,744409.0,0,1,0,1,0,1,1,0,0,1,4,2,10.0,1
18567016.0,2475602.133333,1,0,18567016.0,0,1,0,0,0,0,0,0,0,0,11,1,1856701.6,1
0.0,1.1,1,1,149036256.0,1,1,0,0,0,0,1,0,0,0,11,1,1.0,0
3930983.0,524178.666667,1,0,3930983.0,0,1,0,0,0,1,1,0,0,0,13,3,1000.0,1
0.0,142743.7,1,1,129767.0,1,1,0,1,0,1,1,0,0,1,4,5,10.0,1
1558.0,285.633333,2,0,1558.0,0,2,1,1,0,0,0,1,0,1,3,4,1.558,0
0.0,16.8,5,5,40601270.0,1,5,0,0,0,1,1,1,0,0,8,2,100.0,0
0.0,61594.5,3,3,18665.0,1,3,1,1,1,1,1,1,0,1,3,1,10.0,1
0.0,1.1,1,1,333877.0,1,1,0,0,0,0,1,0,0,0,1,2,1.0,0
32909139.0,4116943.733333,5,2,32909139.0,0,5,0,0,0,1,1,1,0,0,13,2,100.0,1
18937.0,3475.883333,4,1,18937.0,0,4,1,1,0,1,1,1,0,1,10,1,18.937,1
0.0,1314942.2,1,1,1195402.0,1,1,0,0,0,1,1,0,0,0,11,2,20.0,0
9322716.0,1710757.6,1,0,9322716.0,0,1,0,1,0,1,0,0,0,1,18,1,9322.716,1
0.0,199968938.4,7,7,25969992.0,1,7,0,1,0,1,1,1,0,1,11,5,10.0,1
55253.0,10129.716667,1,0,55253.0,0,1,0,1,0,0,1,0,0,1,11,5,55.253,1
0.0,154.0,1,1,53870592.0,1,1,0,0,0,0,1,0,0,0,11,2,10.0,0
2798692.0,249187.816667,6,3,2798692.0,0,6,0,1,0,1,1,1,0,1,4,3,10.0,1
0.0,156.75,1,1,855.0,1,1,1,1,1,0,1,0,0,1,12,1,0.855,0
563779.0,9367.183333,4,3,563779.0,0,4,1,1,0,1,1,1,0,1,9,3,563.779,1
23901360.0,3186848.0,1,0,23901360.0,0,1,0,0,0,0,0,0,0,0,35,4,2390136.0,1
0.0,158.4,3,3,16207621.0,1,3,0,0,0,0,1,1,0,0,20,4,20.0,0
0.0,1.1,1,1,71093.0,1,1,0,0,0,0,0,0,0,0,1,1,7109.3,0
0.0,1672.0,4,4,77290353.0,1,4,0,0,0,0,1,1,0,0,5,3,20.0,0
13624.0,2498.133333,2,1,13624.0,0,2,0,1,0,1,1,1,0,1,3,4,13.624,1
8721426.0,1268895.47588,1,0,8721426.0,0,1,0,0,0,1,0,0,0,0,15,1,872142.6,1
47316262.0,6308834.933333,1,0,47316262.0,0,1,0,0,0,0,0,0,0,0,10,2,4731626.2,1
0.0,1.1,1,1,1495.0,1,1,0,0,0,0,0,0,0,0,10,1,149.5,0
114.0,140.8,1,1,101713.0,1,1,0,0,0,0,1,0,1,0,5,3,10.0,0
24162.0,4431.9,4,1,24162.0,0,4,0,1,1,1,1,1,0,1,9,1,10.0,1
0.0,1.1,1,1,5323.0,1,1,0,0,0,0,1,0,0,0,7,1,1.0,0
4096121.0,750955.516667,8,3,4096121.0,0,8,1,1,0,0,1,1,0,1,25,5,20.0,1
85979744.0,15762953.066667,1,0,85979744.0,0,1,1,1,0,0,1,0,0,1,25,1,100.0,1
0.0,25.1,1,1,90711258.0,1,1,0,0,0,1,1,0,0,0,15,1,20.0,0
21398316.0,3923040.9,1,0,21398316.0,0,1,0,1,0,1,1,0,0,1,12,4,10.0,1
34819147.0,11001425.783333,1,0,30621042.0,0,2,0,1,0,0,0,1,1,1,8,5,30621.042,1
0.0,1972.3,1,1,1793.0,1,1,0,1,0,1,1,0,0,1,7,3,1.793,1
0.0,67090.1,1,1,60991.0,1,1,0,0,0,0,0,0,0,0,15,1,6099.1,0
0.0,3.3,1,1,1344995.0,1,1,0,0,0,0,1,0,0,0,2,1,100.0,0
5376745.0,716899.333333,1,0,5376745.0,0,1,0,0,0,0,0,0,0,0,34,4,537674.5,0
1252398.0,229770.1,1,0,1252398.0,0,1,1,1,0,1,0,0,0,1,20,1,1252.398,1
3874331.3,655773.896667,1,0,3813819.0,0,2,1,0,0,1,0,1,1,0,17,2,381381.9,1
26803992.0,5061559.0,1,0,26669908.0,0,2,0,1,0,1,0,1,1,1,16,3,26669.908,1
2030299.0,372221.583333,1,0,2030299.0,0,1,0,1,0,1,0,0,0,1,18,0,20302.99,1
7795729.0,1039514.633333,1,0,7795729.0,0,1,0,0,0,1,1,0,0,0,8,0,100.0,1
0.0,1.1,1,1,62776879.0,1,1,0,0,0,0,1,0,0,0,9,1,1.0,0
0.0,306.9,1,1,572835.0,1,1,0,0,0,0,1,0,0,0,12,1,100.0,0
0.0,1.1,1,1,85344.0,1,1,0,0,0,0,1,0,0,0,8,2,1.0,0
0.0,405435.8,1,1,368578.0,1,1,0,0,0,0,1,0,0,0,11,2,10.0,0
0.0,2.2,2,2,14629502.0,1,2,0,0,0,0,1,1,0,0,6,2,100.0,0
0.0,42.9,1,1,23418.0,1,1,0,1,0,0,0,0,0,1,2,1,23.418,0
97049431.0,17793295.183333,1,0,97049431.0,0,1,0,1,0,1,1,0,0,1,12,2,10.0,1
18940.8,20909.68,1,1,1167331.0,1,1,0,0,0,0,0,0,1,0,4,2,116733.1,0
0.0,6.0,1,1,33803.0,1,1,0,0,0,1,1,0,0,0,14,1,50.0,0
0.0,1238084.1,1,1,1125531.0,1,1,0,0,0,1,1,0,0,1,11,4,100.0,1
23738.6,26113.56,1,1,82904.0,1,1,0,0,0,0,1,0,1,0,10,3,100.0,0
3495225.0,640792.45,5,3,3495225.0,0,5,1,1,0,1,0,1,0,1,20,5,3495.225,1
146955414.0,752097.3,2,1,146955414.0,0,2,0,0,0,1,1,1,0,0,10,3,1000.0,1
0.0,8.8,4,4,956842025.0,1,4,1,1,0,0,1,1,0,1,11,1,10.0,0
7278371.0,1334368.916667,7,2,7278371.0,0,7,0,1,0,1,1,1,0,1,8,3,20.0,1
199924749.0,36652871.25,1,0,199924749.0,0,1,0,1,0,1,0,0,0,1,5,0,1999247.49,1
173549166.0,23945.533333,4,3,173549166.0,0,4,0,1,0,0,1,1,0,1,15,1,10.0,0
0.0,59.4,3,3,804704859.0,1,3,0,0,0,0,1,1,0,0,8,4,10.0,0
0.0,34.5,2,2,4194.0,1,2,0,0,0,1,0,1,0,0,5,1,419.4,0
19237592.0,3527819.666667,1,0,19237592.0,0,1,1,1,0,1,1,0,0,1,9,3,10.0,1
0.0,185334151.2,4,4,42121398.0,1,4,0,0,0,0,1,1,0,0,7,5,100.0,0
379534509.0,50604601.2,1,0,379534509.0,0,1,0,0,0,0,0,0,0,0,22,4,37953450.9,1
1484999.6,17139802.46,1,1,14096639.0,1,1,0,1,0,1,1,0,1,1,19,3,100.0,1
0.0,842.1,1,1,10960.0,1,1,0,0,0,1,1,0,0,0,8,1,50.0,1
696399.0,93026.2,1,0,696399.0,0,1,0,0,0,1,1,0,0,0,3,2,1000.0,1
0.0,1.1,1,1,5156614.0,1,1,0,0,0,0,0,0,0,0,9,1,515661.4,0
0.0,735.9,1,1,21592.0,1,1,0,0,0,0,0,0,0,1,3,1,2159.2,1
0.0,1.1,1,1,181746991.0,1,1,0,0,0,0,1,0,0,0,1,1,1.0,0
0.0,4.4,1,1,16148918.0,1,1,0,0,0,0,1,0,0,0,14,4,100.0,0
0.0,354.2,1,1,101333.0,1,1,0,0,0,0,0,0,0,1,3,1,10133.3,0
0.0,149407.5,1,1,135825.0,1,1,0,0,0,1,1,0,0,0,7,3,10.0,0
0.0,6.6,3,3,2064986079.0,1,3,0,0,0,0,1,1,0,0,3,3,10.0,0
15993353.0,2932115.716667,3,1,15993353.0,0,3,1,1,0,1,1,1,0,1,14,3,10.0,1
9665777.0,1772059.116667,1,0,9665777.0,0,1,0,0,0,0,0,0,0,1,14,5,966577.7,1
144309.0,19243.2,1,0,144309.0,0,1,0,0,0,1,0,0,0,0,5,0,144309.0,1
0.0,1.1,1,1,306920.0,1,1,0,0,0,0,1,0,0,0,11,1,1.0,0
290942626.0,1662970.4,5,3,290942626.0,0,5,0,0,0,0,1,1,0,0,17,5,1000.0,1
13873767.0,9734331.6,1,0,6706065.0,0,2,1,0,0,1,0,1,1,0,7,4,670606.5,1
1099470.0,201695.3,1,0,1099470.0,0,1,1,1,0,1,1,0,0,1,23,0,100.0,1
291305566.0,53406020.433333,1,0,291305566.0,0,1,1,1,1,0,0,0,0,1,3,4,291305.566,1
0.0,5.5,1,1,35392.0,1,1,0,0,0,0,1,0,0,0,6,4,20.0,0
0.0,1.1,1,1,615855.0,1,1,0,0,0,0,1,0,0,0,10,1,1.0,0
374925175.0,49990023.333333,1,0,374925175.0,0,1,0,0,0,0,0,0,0,0,19,4,37492517.5,1
0.0,39.1,2,2,453872713.0,1,2,0,0,0,1,0,1,0,0,9,4,45387271.3,0
3445423.0,631660.883333,1,0,3445423.0,0,1,0,0,0,0,1,0,0,1,16,1,1000.0,1
0.0,339.9,1,1,12030.0,1,1,0,0,0,0,1,0,0,0,13,4,100.0,0
0.0,7383.2,1,1,2835732.0,1,1,0,0,0,0,0,0,0,1,2,1,283573.2,1
55972.0,7463.033333,1,0,55972.0,0,1,0,0,0,1,1,0,0,0,18,5,10.0,1
40537841.0,5405045.466667,1,0,40537841.0,0,1,0,0,0,0,0,0,0,0,35,4,4053784.1,1
0.0,3867.6,1,1,918091.0,1,1,0,1,0,0,0,0,0,1,2,3,918.091,1
0.0,2.4,1,1,9553921.0,1,1,0,0,0,1,1,0,0,0,11,2,50.0,0
634166887.0,116263929.583333,1,0,634166887.0,0,1,1,1,0,1,0,0,0,1,21,1,634166.887,1
119.4,137.94,1,1,58879.0,1,1,0,0,0,0,1,0,1,0,8,2,100.0,0
143611273.0,26328733.383333,5,2,143611273.0,0,5,1,1,0,0,0,1,0,1,20,8,143611.273,1
590129.7,67908396.27,1,1,61144776.0,1,1,0,1,0,1,0,0,1,1,7,3,61144.776,1
153612778.0,1065027.5,3,2,153612778.0,0,3,0,0,0,1,1,1,0,0,17,6,100.0,1
0.0,247.5,3,3,18079562.0,1,3,0,0,0,0,1,1,0,0,13,5,20.0,0
0.0,144.9,2,2,788019.0,1,2,0,0,0,1,1,1,0,0,18,3,100.0,0
7012.0,1285.533333,3,2,7012.0,0,3,1,1,0,0,1,1,0,1,6,0,70.12,1
23556985.0,4318780.583333,7,2,23556985.0,0,7,0,1,0,0,1,1,0,1,13,2,10.0,1
385406069.0,70657779.316667,1,0,385406069.0,0,1,0,1,1,0,1,0,0,1,9,1,10.0,1
0.0,7578.4,4,4,414967432.0,1,4,0,0,0,1,1,1,0,0,15,3,50.0,0
0.0,12085932.1,1,1,10987211.0,1,1,1,1,0,0,0,0,0,1,5,5,10987.211,1
0.0,251.9,3,3,1374.0,1,3,0,1,0,0,1,1,0,1,9,3,1.374,0
0.0,24.333333,1,1,124.0,1,1,1,1,1,1,1,0,0,1,12,2,0.124,0
1925626.0,353067.333333,1,0,1925626.0,0,1,0,1,0,1,1,0,0,1,16,2,1000.0,1
714.0,131.3,2,0,714.0,0,2,1,1,0,1,1,1,0,1,14,2,0.714,0
0.0,255509.1,3,3,77427.0,1,3,0,0,0,0,0,1,0,0,14,1,7742.7,0
0.0,61216.1,1,1,55651.0,1,1,0,0,0,0,0,0,0,0,6,1,5565.1,0
0.0,190.3,1,1,174532632.0,1,1,0,0,0,0,0,0,0,1,2,2,17453263.2,0
0.0,308.1,1,1,297271.0,1,1,0,0,0,1,1,0,0,0,5,1,100.0,0
63806108.0,11697786.466667,1,0,63806108.0,0,1,1,1,0,0,0,0,0,1,12,3,63806.108,1
0.0,669131806.2,6,6,101383607.0,1,6,0,0,0,1,0,1,0,0,23,6,10138360.7,1
263400.0,48297.9,1,0,263400.0,0,1,0,0,0,1,0,0,0,1,4,2,26340.0,1
126173098.0,23398.583333,4,3,126173098.0,0,4,0,1,0,1,1,1,0,1,15,1,1000.0,1
153925.0,28219.583333,1,0,153925.0,0,1,0,0,0,0,1,0,0,1,4,4,10.0,1
0.0,1.1,1,1,89384312.0,1,1,0,0,0,0,1,0,0,0,11,1,1.0,0
0.0,1.2,1,1,14517118.0,1,1,0,0,0,1,1,0,0,0,14,3,10.0,0
17899.0,3283.483333,3,2,17899.0,0,3,0,1,0,1,0,1,0,1,5,3,17.899,1
0.0,1.1,1,1,27938584.0,1,1,0,0,0,0,1,0,0,0,9,1,1.0,0
0.0,62.4,1,1,819915.0,1,1,0,0,0,1,0,0,0,0,4,3,81991.5,0
0.0,1.1,1,1,8080923.0,1,1,0,0,0,0,1,0,0,0,1,2,1.0,0
0.0,10622225.9,1,1,9656569.0,1,1,0,0,0,1,1,0,0,0,8,2,10.0,0
0.0,5.5,1,1,287474.0,1,1,0,0,0,0,0,0,0,1,1,3,28747.4,0
454061222.0,83244762.466667,7,1,454061222.0,0,7,1,1,0,1,0,1,0,1,6,8,454061.222,1
0.0,1.1,1,1,6946219.0,1,1,0,0,0,0,1,0,0,0,5,1,1.0,0
136065144.0,27250323.9,1,0,133969664.0,0,1,0,1,0,1,1,0,1,1,9,5,100.0,1
1413443.0,259131.216667,1,0,1413443.0,0,1,0,1,0,0,1,0,0,1,25,0,100.0,1
0.0,89.6,5,5,16636469.0,1,5,0,0,0,1,1,1,0,0,10,2,100.0,0
